id,transcript
316," Di SHO PC ini gila ya bareng ya, Review-nya 20.000++, terjual 10.000++. Pas gue pegang, ini udah kasih kesan, walaah buat barang-barang dirusrei buk. Talii jamnya puyau bahannya yang oke, polis plastik bodinya, jadi gold juga keliatan mewa ya. Tapi kalau lu perhatian benar-benar ada sedikit lecet warna kecil, di bagian kiri sama atas ya. Koting layarnya juga gampang banget, kok, torlu pegang aja langsung jeplak dari. Penal IP-asih ni pakai juga pas kena lampu, keliatan-dangan, abu-abu nya langsung beda sama Beisel hitamnya. yaa, kalau bisa komplik layar harga segini boss menarik ya pas dipake touch slayernya ini lumayan sensitif walaupun efek transisinya nggak sebuah ong ya di harga segini, hercnya udah pasti cukup rendah nggak smooth smooth banget layar lo main terang, fitur muka jangan lo bisa pilih sekali kelemiah IP68 waterproof, gua coba goo yur layar lah penikit langsung bisa dipakai lagi dan yang paling penting ya, notif WhatsApp masuk bisa langsung dibaca, getter juga beras ya udah measing layar dursunya, gua apa lagi ngomongin fitur lainnya kayak sensor jantung, sport, sensor roksi gini ya lo bisa mainnya sendiri lah, gua nggak terobor harga banyak semakurasi sensor, sensor gituan nih dijam samura ini nice to have it Dursu ribu bisa punya fitur sebanyak itu dan udah pasti dus belakangnya tertulis tulisannya degelah susan, cun emang dari mana lagi lo pikir kalau bukan dari China produk gini ya Aulon, Aulon, komen aja Aulon gua gini gini inget top up game, inget di diri tauap"
317, Ong kutang dengan bengar katal lu kalau nuntuk laptop lama lama sambil melihat nonton kan berusuk laptop nih solusi top up ha? yaa bakanya sambil di buka aja lah yaa dan lu bisa top up game ke skuan lu di gt laptop up
318," Bang kalau menitor apa ketobó, gimana cara mata ini? Inget to pop game, inget di diri rakah."
319," Nggak menengayar QLED atau UHD ya? Laiar buat dipake pihsi sama Xbox. Hmm, nyantanya kek nabuk layanya. Kau lutannya antara A atau B. Pas niin kedua ni itu bisa dibandingin. QLED dan UHD itu buon sesuatu perbaning ya. QLED sendiri gue cari di kenalin sama Sony di 2013. Dan di populerin sama-sama sumx sampai hari ini. Bu liatnya QLED ini tuh gimmick marketing yang dipake hampir semua brand buat KTOLU dari OLED. Ya lu liat QO mirip. QLED itu nggak ada bedanya sama LCD biasa cuma dienhan sedikit aja. Pake yang disebut quantum dot. Sedangkan OLED itu teknologi yang lebih superior di atas QLED. Jangan sampai lah lu kayaknya sama gimmick marketing QO, QO itu. Protack buat UHD sendiri itu nggak lebih dari sebutan lain buat 4K. Nggak ada yang spesialnya dari 4K TV di 2014 ini. Dan lu nggak bisa bandingin antara UHD atau QLED. Karena kedua nya bisa ada di satu TV. Misalnya 65 AID atau 4K QLED. Ya bisa bisa aja. Intinya mau UHD ke-mokulet ke-mokulet. Kalau tuning dari brandnya konyol, TV akan sama juga kayak monitor yang konyol atau tuningnya. Salju bukan jadi putih, tapi bisa di warna ini. Pomerah ke-injok ke-koning ke-miru juga bisa aja. Pati ini lu jadi orang yang nggak dampang kebakan gimmick marketing. Protack marketing-marketing gue sih. Yang kita emper brand dibuat produk-produksi. Jadi lah sementara biar bos."
320," Bang di monitor gue ada USB tapi gue colok mau Sadeh deh gak kok nih Saku nih tori Hmm, tak naap deh akhirnya ini banyak banget di kompleng Soalnya nih nih Lu harus tau Kalau lu colok mau nudor ke PC atau laptop Lai waktu HDMI atau DP itu konsep cuma satu arah Dari PC atau laptop tembak gambar ke monitor Kalau lu colok mau satu HD deh ke monitornya Cara dia koneka PC atau laptop lu gimana caranya HDME DP nanya lurin datanya balik Orang cuma satu arah konsep Itu kenapa monitornya punya USB A di belakangnya Biasanya kasih juga USB B atau USB C Port itu mesin lu colok ke PC atau laptop lu Biasa brand itu kasih kabelnya Atau bisa lu beli sendiri juga kabelnya Barulah semua USB A di belakang monitornya itu bisa lu pake Disi-si lain banyak monitor samusnya kasih USB A di belakang monitornya Tapi gak ada USB B atau USB C Itu fungsinya buat update firmware monitornya Semisa ada firmware monitor yang error Dan banyak banget monitor ODM yang dintik-dintik mereka doang di China Itu juga kasih USB A di monitor TAMPA USB B atau USB C Itu konsep cuma kaya jualan Negara mana yang mau beli Ditingga colok TAMBA Terus ganti bahasa sesuai yang gak sempurna mau Buat info brand monitor mana yang layak diblih sekarang Gua dah bahas video ini Dan buat yang memotanya tanya sama gua langsung Bisa join discord linknya di bawah Dan lu bisa top up game kesekan lu di GTD Top Up"
321," Google baru-baru ini mengumukkan Ritalis A yang mereka buat yang disibut dengan musik LM yang mampu mengubah text menjadi musik musik LM dibangun dengan memanfatan di bulanning untuk memahami struktur dan element musik seperti melody, rhythm dan harmony dengan musik LM penguna dapat memasukkan text seperti lirkel aguh atau puisi dan mengubahnya menjadi musik yang sesuai hasil yang diberikan oleh musik LM tidak selalu identik dengan musik yang sudah ada tetapi bisa memberikan hasil yang unik dan berbeda mendoruh Google musik LM memiliki banyak kemampuan seperti memahami emosi dan tunalitas text membuat melody yang sesuai serta membuat arrangement musik yang menarik ini memungkinkan para pengguna untuk membuat musik secara cepat dan mudah tanpa harus memiliki pengatahuan mendalam tentang musik musik LM juga memiliki banyak aplikasi potential dalam bidang musik dan hiburan seperti membuat musik untuk film atau video game menghasilkan lagu baru untuk artist dan band atau membahkan membantu proses komposisi musik yang lebih cepat dan efisian meskipun musik LM baru saja diluncurkan Google sudah berencana untuk menggembakat fitur dan aplikasi baru untuk membuat pengalaman pengguna lebih baik ini menunjukkan bahwa Google terus berinvestasi dan berinnovasi dalam bidang AI dan teknologi musik"
322," iPhone Persme Indonesia itu bisa kenal blogir atau nggak? Jadi di komentar video saya kemarin beberapa mengeluhkan iPhone Persme Indomare kata blogir imanya atau hilang sinyal. Ada beberapa kemungkinan terkait hal ini yang pertama, ICBASBENnya rusak. ICBASBEN merupakan microchip network interface yang berfungsi mengatur keseluruhan fungsi penrimasinya atau radio kalau chip ini rusak, otomatis iPhone kamu nggak bisa ngerimasinya lagi. Untuk mengecek ICBASBEN kamu masih normal, cek di settings, general, but, lalu liat bagian modern firmware. Kalau tidak muncul serial firmware nya seperti ini, berarti fix ICBASBENnya sudah rusak. Yang kedua, kalau iPhone kamu bekas, ada kemungkinan untuk mode serial region iPhone kamu yang aslinya dari luar negeri, lalu diubahkodinya seolah serial Indonesia. Dan yang terakhir adalah imek kamu dipakai atau diinjag ke di face line. Ini kenapa penting untuk jaga data perifasi kamu termasuk email? Karena bisa saja data kamu disalahguna kan oleh orang lain. Di luar hal tadi, iPhone Persme Indom jelas aman dari blogir email. So nggak usah takut ya? Silakan perlu berton formasi lebih seperti..."
323," Lagi-lagi ada kasus LCD-afon bergaris. Kata pemiliknya, sempat kedudukan, ya udah palagi. Ini mah, hosti pecah dalamnya, kan ga pakat lama. Pemiliknya langsung minta diganti. Sama LCD, yang baru untuk LCD-afon, series 12. Harga cuma 1 jutaan. Gastat ser, langsung di kerjain. Sama teknisi kita. Selain harganya, yang murah-meria. Penerjianya juga, bisa ditunggu. Gaba kal, nyesal deh, service iPhone kalian. Diindo gadget-servis, kas buruan, langsung datang, kestor kami terima kasih."
324," Ini cara bentuk balamu di rumah tanpa alat, unitori, gerakan perama lanje, selain pahadah panam belakang, kamu juga melatih kesi imbakan tubuh. Selanjutnya gerakan yang sangat basic tapi efektif pushup untuk kuatkan auto-dada bahu dan triceps, kalau gerakan ini telah lo susah, lakukan variasi ini pushup. Balik-lai ke auto-kaki dengan squat, karena auto-kaki adalah auto-tampal yang besar dan kuat, jadi kita lakukan 2 gerak. Lalu gerakan plank untuk melatih auto-trot, biasanya gerakan ini lebih terasa dan nyaman dibandingkan sita. Gerakan superman untuk pinggang, ini sangat bagus untuk kalian yang duduk sepanjang hari dan suka sakit pinggang. Untuk pungung rose, kalian bisa pakai apa aja yang ada di rumah, botol air atau rancel diisi buku, lalu gerakan terakhir, biasseps curls, untuk melatih auto-biasa. Jatual Latian untuk Homeworkout ini ada di caption, so check it out. Intinya kamu tidak punya alasan untuk tidak olah raga, workout ini hanya butuh 15-20 minit."
325," Pengingwakal di rumah tapi kamu tidak punya cukup space, you need to know this. Satu alat ini bisa mengandikan semua alat fitness gym dan tidak perlu bantu next space. Karena speedyensari felfon pakem magnetic system di mana beban atau bable sudah tidak bivutuhkan lagi. Dengan speedyens kamu bisa melatih semua otot seperti ini. Untuk kamu yang masih pemula, bisa access video-video coach professional supaya workout moja di efektif dan aman. Beban tarik kiri dan kalan abtu 100 kg. Yang bisa di ator di layar atau dengan bluetooth ring, sehingga tidak harus memindahkan beban saat olahraga. Selain latihan beban, speedyens juga ada model ski dan roying. Intinya speedyens bisa ada di option untuk kamu yang pengen work di rumah. Tapi tidak punya banyak space untuk simpan bable alat dan beban."
326," game iya, trailer ran iya, iya, iya, tennis iya pilates juga gue ayo, pertanyaannya cuma satu capek gak sih, ya capek tapi gue seneng banget terus badan apa gak remuk itu? yang gak sih paling ya, pinggang-dohang yang sering pegal-peggal gitu kalau menurut gue cuma pinggang yang pegal itu masih aman lah soalnya gue udah punya penyelama, tini dia nih Pilates Masage, ppm4,331 nah ini tuh alat pijet pinggang dari Pilates Masasaris dia tuh udah lengkap banget, ada emes plus compress panasnya dan modenya udah ada 6 jenis bijatan bisa pili sesuai kemudian kita apa mana sih juga bisa diseswai nih, ada 40 drajat 45 drajat sampai 50 drajat selfie terus intensitasnya ada 16 level guys tinggal at draj ini pakai remotnya nah karena gue mengacilin perjuga, jadinya gue pakai sambil Allah ragak kayak gini, tapi kalau badan gue lagi pegal-peggal banget tapi salah ragak ya, tinggal nyantai aja nih kayak gini sambil pijet pakai Pilates Masasini yang penting ini bukan alat random ya, ini dari Pilates dan ada galan sih 2 tahun, menurut gue kalian buruan cek de Pilates Masajer Under School EDN nanti kalian coba yang sendiri desensasinya"
327," Kamu masih belum bisa push up kayak gini juga. Jangan jangan, karena kamu belum tau ini nih. Nah, kalau kamu ngelakuin push upnya, pakai satu hax ini, masukin resistent hip-band ke 2 tangan kamu. Terus posisi resistent hip-bandnya di bagian lengan kamu atau di atas iku kamu kayak gini nih. Dan tinggal akuin deh push upnya. Nah, ini kamu udah bisa ngelakuin push up, jadi gampang banget. Auto bisa push up 100 kali, guys. Oh ya, latihan push up ini buat melati atau dada kita. Next ya, kalian mau gue bikin gerak-kana apa lagi nih. Kau menya?"
328," Perut kamu masih buncur juga ngelakuin grakan ini dari rumah jangan-jangan karena kamu belum tau ini kalau kamu ngelakuin grakannya dengan form KG terus untuk beban ya kalau di rumah kamu nggak punya dambel kayak yang di video ada alternatif ya kamu bisa pakai botol minum satu lita raha ini bakal fokus menargetkan otop perut kamu yang bagian atas tapi kalau kamu ngelakuin grakannya kayak gini dambel atau si botol minumnya itu taruh di bagian depan kamu terus kakinya dibawa in and out ke arah sisi kerenan dan juga kiri dari si dambel atau botol minum ini bakal fokus menargetkan otop perut kamu yang bagian bawah tapi kalau kamu ngelakuin grakannya kayak gini, kaki kены dan kiri kamu informed sebagai yang di video ini cuma bakal fokus menargetkan otop perut kamu yang bagian bawah tapi kalau kamu enakயinfan yang wondering kayak gini, kedua mereka kamu dibahu naik kah terkur tapi pas dibahu kata itu att Cat, menargetkan, pirmukannya ga sedikitо di angkat masih sama juga nih ini bakal fokus men전에 ungar enggak także dan sebesar si n Use kan abis ini Mungkin kalian mau gue bikin gerakan apa lagi nih, komen ya?"
329," Bola yang mau love keringat dulu, di love dulu. Raya lo main gue bias banget ini grangannya. Karena abis ini kita bakal lebih gobios lagi. Itu bakal kuen mau enten, poin ber. Tapi kalian udah gasing kan? Dengar namak mau enten, poin ber. Let's go ya. Tidak, jadah juga. Kita mulai ke posisi seperti orang inyan plan. Tapi ini harusnya balah hakik ke depan. Oke, let's go. Kita mulai. Wooo!"
330," akhirnya gue ikut event lari lagi sepulah skip kok terakhir jauh nih gue kebandung dan bangun di pagi buta demi ikut acara dokses ran 2020 ini pas larinya dimulai drama gue pun ikut dimulai ibat ibat, perut gue tuh keram banget gak karwan tapi gue gak video ini pas posisi perut gue full semuanya keram banget itu gue udah gak fokus deh buat video video ini makanya gue fokus sama diri gue sendiri aja harus kuat sampe ke gari svinis karena selama proses keramperut itu gue udah mulai panik banget soalnya itu berlangsung lumayan lama sampai 20 km gue bener-bener full keramperut tapi gue lauan semua rasa sakit itu karena gue gak mau kala gue harus bisa kuat semangat sampe finis lah dan sampai akhirnya gue pun berhasil guys sampe finis lahin walaupun ini gak sesuai target gue ya tapi gue udah berhasil finis di 37 menit untuk 5k nah pas udah selesai lari gue kos hal fokus sama krumuanan ini karena panjang banget ini ngantrinya dan ternyata guys ini tuh butnya pilti kita yang lagi dikumunin orang-orang karena disini tuh siapa melihat minimal 25 ribu kita tuh bisa dapetin grafir mendali oh nih kalian lihat deh mendali gue jadi ada tulisan nama gue dan menit gue finis ah keren banget ini fiksim bakalan gue pajang di rumah nanti nah galup aja gani selesai lari gue langsung minum pilti tayang syrup ini selesai gaya pilihan herbal yang terdiri dari cabe jawa jahemera dan juga ada madunya yang tepat banget buat ngatasin cape pegalino dan nyari otot sahabis lari tapi ternang aja nih guys ini gak bakalan bikin kita jadi ketergantengan jadi dia lopun gue abis lari gak ada lagi nih drama-drama ke capehan"
331," Serius, lengen kalian masih berglambir. Yo, ilangin pakai grakan ini dari rumah aja. Yang pertama, kalian misalkuin dengan grakan Dumbled Overhead Resup Extension. Oh ya, kalau kalian nggak punya dumbledi rumah, aman, tenang aja. Ada alternatif ya, kalau kalian misalkan botominum satu litur. Ingat, digerakan ini sikunya nggak boleh goyang-goyang kekirik karena ataupun depan belakang ya. Next, grakan yang kedua, kamu bisa lakuin dengan grakan trisep kickback. Kayak gini, kalau digerakan yang ini, kalian bisa pakai dumblednya dua dumbled kayak gini, tapi kalau nggak punya dumbled, berarti pakainya dua botominum ya. sama sikunya juga harus stay di em, aja nggak boleh goyang-goyang kalian misalkuin grakan ini sebanyak 12 repetisi di kalimpat set. Next, yang ketiga, ada gerakan trisep di em. Nah, kalau digerakan ini, nggak perlu pakai alat apa-apa. Cuma ini aja sih, kursi doang, kalian tinggal amil kursi, abis itu kalian lakuin grakan ya. Kayak yang lagi gue lakuin gini. Oh ya, digerakan ini turunnya jangan terlalu bawah banget ya, guys. Hira-sara saja turunnya cukup sampai sikuk kita itu sejajar sama bahukitani kayak yang lagi gue lakuin gini. Dan yang terakhir, ada gerakan sekol krasia. Bari lagi ya, sekarang pakai alat, bisa pakai dambel ataupun botominum kamu. Aku ingetin lagi ya, lagi-lagi kalau digerakan trisep atau gerakan lenghan itu, sisi kukitan nggak boleh gerak-goyang-goyang kiri karena ataupun depan lakang. Jadi lakuinnya tuh kayak gini ya. Oke, segitu dulu dan selalu terima kasih."
332," Hati-hati buat yang formulari, eteknya nggak main main. Berawal dari fomong lihat orang lain-lari, jadi kebiasaan sehat yang bikin bahwa sama diri sendiri. Awalnya mungkin berat, napa kemossan, hampir pegembar, bawahnya penyerah, tapi coba dia kamu konsisten tiga kari sendiri. Terlahan, bajan jadi lebih pengen. Tidur lebih pengennya, dan yang paling penting, menitau makin buat, hari itu bukan rumah soal tercepatan, tapi soal membuktikan kalau kamu bisa ngelewatin rasa malas lagi, dan lagi. Epeknya, tamina meningkat, contung lebih sehat, fikiran lebih keninan, emosi lebih stabil, dan bonusnya, dan juga lebih ideal. Nggak papa, mulai aja dulu dari pobo 15 menit, satu kilometer, jalan cepat-pun nggak papa, arh-na, lari bukan buat siapa-siapa, ini buat diri sendiri. Gimana, udah mulai lari minggu ini? Katao masih bingung, harus pakai otkit apa saat lari? Yuk, komen di bawah."
333," Tip serotasi pemain ganda ketika bola kita akan kebelakang, kita siap dan posisi bertahan sampai ingkat nanti diri ya dan ketika bola sedang dalam permainan depan atau teman kita neting, kita siap dengan posisi depan belakang, intinya ketika bola sedang diangkala posisi kita tangan ke diri ya dan ketika bola turun posisi kita depan belakang. Nah, kalau udah capek dan merkringat, biasanya langsung pake handuk dari ion sport, bahannya premium dari jepang jadi serap keringatnya lebih maksimal. Terus, apakah handuk ini tuh kayak desensasi dingin ya? Pokoknya sejak pake ini ga mau lagi deh, pake handuk biasa, mending pake yang praktis kayak handuk ion sport. Gimana? Pudesiaap coba yang dilapangkan, jangan dipahvol ya."
